Name,Email,Financial Status,Paid at,Fulfillment Status,Fulfilled at,Accepts Marketing,Currency,Subtotal,Shipping,Taxes,Total,Discount Code,Discount Amount,Shipping Method,Created at,Lineitem quantity,Lineitem name,Lineitem price,Lineitem compare at price,Lineitem sku,Lineitem requires shipping,Lineitem taxable,Lineitem fulfillment status,Billing Name,Billing Street,Billing Address1,Billing Address2,Billing Company,Billing City,Billing Zip,Billing Province,Billing Country,Billing Phone,Shipping Name,Shipping Street,Shipping Address1,Shipping Address2,Shipping Company,Shipping City,Shipping Zip,Shipping Province,Shipping Country,Shipping Phone,Notes,Note Attributes,Cancelled at,Payment Method,Payment Reference,Refunded Amount,Vendor,Outstanding Balance,Employee,Location,Device ID,Id,Tags,Risk Level,Source,Lineitem discount,Tax 1 Name,Tax 1 Value,Tax 2 Name,Tax 2 Value,Tax 3 Name,Tax 3 Value,Tax 4 Name,Tax 4 Value,Tax 5 Name,Tax 5 Value,Phone,Receipt Number,Duties,Billing Province Name,Shipping Province Name,Payment ID,Payment Terms Name,Next Payment Due At,Payment References
#TH10092,customer_92@example.com,paid,2026-04-04 02:29:07 +0500,fulfilled,2026-03-24 01:18:32 +0500,no,PKR,1398.0,250.0,0.0,1648.0,,0.0,Shipping Charges,2026-03-22 10:35:19+00:00,2,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 1,699.0,1399.0,TH232,True,False,fulfilled,Customer 92,XXXXXXXXXX,XXXXXXXXXX,,,Islamabad,,,PK,XXXXXXXXXX,Customer 92,XXXXXXXXXX,XXXXXXXXXX,,,Islamabad,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH24398.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6930316394716.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,r83sAXGYhPtAvaU5QHcdv18w5 + #TH24398.1,,,r83sAXGYhPtAvaU5QHcdv18w5 + #TH24398.1
#TH10093,customer_93@example.com,paid,2025-12-28 22:37:30 +0500,fulfilled,2025-12-15 23:56:01 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-12-15 08:56:34+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 93,XXXXXXXXXX,XXXXXXXXXX,Police Road civil secretariat,,Peshawar,'25000,,PK,XXXXXXXXXX,Customer 93,XXXXXXXXXX,XXXXXXXXXX,Police Road civil secretariat,,Peshawar,'25000,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH19087.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6743551115484.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rT4djVbwXp6gUcZEQU2VUtvvd + #TH19087.1,,,rT4djVbwXp6gUcZEQU2VUtvvd + #TH19087.1
#TH10094,customer_94@example.com,paid,2026-05-16 14:31:02 +0500,fulfilled,2026-05-06 23:37:08 +0500,no,PKR,699.0,250.0,0.0,949.0,,0.0,Shipping Charges,2026-05-06 09:55:55+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 1,699.0,1399.0,TH232,True,False,fulfilled,Customer 94,XXXXXXXXXX,XXXXXXXXXX,,Arslan Minhas,Islamabad,,,PK,XXXXXXXXXX,Customer 94,XXXXXXXXXX,XXXXXXXXXX,,Arslan Minhas,Islamabad,,,PK,XXXXXXXXXX,Cy,,,Cash on Delivery (COD),#TH26750.1,0.0,TRENDHUB PAKISTAN,0.0,,,,7031829594332.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rgwWIVwxXneZhaZKbT5f9BEIJ + #TH26750.1,,,rgwWIVwxXneZhaZKbT5f9BEIJ + #TH26750.1
#TH10095,customer_95@example.com,paid,2025-11-02 13:39:51 +0500,fulfilled,2025-10-27 01:31:01 +0500,no,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2025-10-25 08:41:36+00:00,1,Portable Resistance Band Sit-Up Trainer – Full Body Workout,1999.0,3999.0,TH162,True,False,fulfilled,Customer 95,XXXXXXXXXX,XXXXXXXXXX,,Maida Mudassar,Faisalabad,'38000,,PK,XXXXXXXXXX,Customer 95,XXXXXXXXXX,XXXXXXXXXX,,Maida Mudassar,Faisalabad,'38000,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH17392.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6615714103516.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,riu8ymIcjM2x06WJJiZlF2Ax9 + #TH17392.1,,,riu8ymIcjM2x06WJJiZlF2Ax9 + #TH17392.1
#TH10096,customer_96@example.com,paid,2026-05-10 02:59:11 +0500,fulfilled,2026-05-05 00:51:50 +0500,yes,PKR,899.0,250.0,0.0,1149.0,,0.0,Shipping Charges,2026-05-04 10:36:49+00:00,1,Silicone Sink Faucet Splash Guard Mat – Quick Drain & Drying Organizer - Pack of 1,899.0,1999.0,TH238,True,False,fulfilled,Customer 96,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,,,PK,XXXXXXXXXX,Customer 96,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,,,PK,XXXXXXXXXX,Can,,,Cash on Delivery (COD),#TH26653.1,0.0,TRENDHUB PAKISTAN,0.0,,,,7028006158556.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rlot80uFYaze6AzcvHgBnyYi3 + #TH26653.1,,,rlot80uFYaze6AzcvHgBnyYi3 + #TH26653.1
#TH10097,customer_97@example.com,paid,2025-12-28 22:26:34 +0500,fulfilled,2025-12-18 00:43:11 +0500,yes,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2025-12-17 14:03:14+00:00,1,Electric Foot Callus Remover,1999.0,3999.0,TH211,True,False,fulfilled,Customer 97,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,'752920,,PK,XXXXXXXXXX,Customer 97,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,'752920,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH19176.1,0.0,Trendhub Pakistan,0.0,,,,6748141191388.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rSU8JxNeOFaos50Qt9DSbpNXC + #TH19176.1,,,rSU8JxNeOFaos50Qt9DSbpNXC + #TH19176.1
#TH10098,customer_98@example.com,paid,2025-08-31 22:45:09 +0500,fulfilled,2025-08-19 01:51:38 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-08-17 18:57:28+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 98,XXXXXXXXXX,XXXXXXXXXX,,House,Lahore,'54000,,PK,XXXXXXXXXX,Customer 98,XXXXXXXXXX,XXXXXXXXXX,,House,Lahore,'54000,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH14820.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6493042213084.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,roM2kn0eT14DQxWY9knbx0wnb + #TH14820.2,,,roM2kn0eT14DQxWY9knbx0wnb + #TH14820.2
#TH10099,customer_99@example.com,paid,2026-03-01 02:27:43 +0500,fulfilled,2026-02-13 01:32:41 +0500,yes,PKR,4599.0,0.0,0.0,4599.0,,0.0,Delivery Charges,2026-02-12 04:21:08+00:00,1,Metal Shoe Rack with Coat Hooks – Dustproof Entryway Shoe Cabinet & Organizer - 5 - Layer,4599.0,7999.0,TH189,True,False,fulfilled,Customer 99,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,'54000,,PK,XXXXXXXXXX,Customer 99,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,'54000,,PK,XXXXXXXXXX,Order has been shipped via Tranzo with Tracking T0080329023775961. Can,"tranzo_courier_name: Tranzo
tranzo_courier_tracking: T0080329023775961
tranzo_courier_url: https://tranzo.pk/track-order?tn=T0080329023775961",,Cash on Delivery (COD),#TH22040.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6850442559708.0,Tranzo,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rB4zP0p40EUtABqoyTct7L7PP + #TH22040.1,,,rB4zP0p40EUtABqoyTct7L7PP + #TH22040.1
#TH10100,customer_100@example.com,paid,2025-12-07 15:39:26 +0500,fulfilled,2025-11-24 00:18:33 +0500,no,PKR,5099.0,0.0,0.0,5099.0,,0.0,Delivery Charges,2025-11-21 16:38:43+00:00,1,Heavy-Duty Multi-Layer Shoe Cabinet Organizer - 7 - Layer,5099.0,10199.0,TH168,True,False,fulfilled,Customer 100,XXXXXXXXXX,XXXXXXXXXX,,,Haroon abad District bahawalnagar,,,PK,XXXXXXXXXX,Customer 100,XXXXXXXXXX,XXXXXXXXXX,,,Haroon abad District bahawalnagar,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH18265.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6668399771868.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rxnZ3gy2qF7bpXj0sBRGMlFt2 + #TH18265.1,,,rxnZ3gy2qF7bpXj0sBRGMlFt2 + #TH18265.1
#TH10101,customer_101@example.com,paid,2025-09-21 00:44:42 +0500,fulfilled,2025-09-04 00:52:54 +0500,no,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-09-03 06:39:58+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 101,XXXXXXXXXX,XXXXXXXXXX,District Gujarat,,Gujrat,GUJARAT,,PK,XXXXXXXXXX,Customer 101,XXXXXXXXXX,XXXXXXXXXX,District Gujarat,,Gujrat,GUJARAT,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH15534.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6517645541596.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rMFT2LsBJ9gJ7SEYjTp85lkAW + #TH15534.2,,,rMFT2LsBJ9gJ7SEYjTp85lkAW + #TH15534.2
#TH10102,customer_102@example.com,paid,2025-08-17 14:38:08 +0500,fulfilled,2025-07-29 00:35:33 +0500,yes,PKR,2398.0,0.0,0.0,2398.0,,0.0,Delivery Charges,2025-07-27 13:26:52+00:00,2,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 102,XXXXXXXXXX,XXXXXXXXXX,Near -faisal public school,,Fortabbas,,,PK,XXXXXXXXXX,Customer 102,XXXXXXXXXX,XXXXXXXXXX,Near -faisal public school,,Fortabbas,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH13873.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6459177599196.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rjnIh1gE7qbMPRPFZamoOjM1o + #TH13873.2,,,rjnIh1gE7qbMPRPFZamoOjM1o + #TH13873.2
#TH10103,customer_103@example.com,paid,2025-08-10 01:25:33 +0500,fulfilled,2025-08-04 00:27:30 +0500,no,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-08-02 14:13:31+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 103,XXXXXXXXXX,XXXXXXXXXX,,,Peshawar,,,PK,XXXXXXXXXX,Customer 103,XXXXXXXXXX,XXXXXXXXXX,,,Peshawar,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH14125.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6468922278108.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rO591zEJjDQgBHlnrKLrBjqYE + #TH14125.2,,,rO591zEJjDQgBHlnrKLrBjqYE + #TH14125.2
#TH10104,customer_104@example.com,paid,2026-04-04 02:35:50 +0500,fulfilled,2026-03-26 02:39:12 +0500,no,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2026-03-25 11:20:51+00:00,1,Portable Resistance Band Sit-Up Trainer – Full Body Workout,1999.0,3999.0,TH162,True,False,fulfilled,Customer 104,XXXXXXXXXX,XXXXXXXXXX,,,Bahawalpur,'03008780194,,PK,XXXXXXXXXX,Customer 104,XXXXXXXXXX,XXXXXXXXXX,,,Bahawalpur,'03008780194,,PK,XXXXXXXXXX,,,,Cash on Delivery (COD),#TH24616.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6938824933596.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rc1WQzdw1Yhe2RC0P6ROab2hI + #TH24616.1,,,rc1WQzdw1Yhe2RC0P6ROab2hI + #TH24616.1
#TH10105,customer_105@example.com,paid,2026-04-18 19:01:54 +0500,fulfilled,2026-04-10 00:41:38 +0500,yes,PKR,1499.0,250.0,0.0,1749.0,,0.0,Shipping Charges,2026-04-09 08:49:25+00:00,1,Kitchen Sink Splash Guard – Extra Wide Water Protection - Pack of 3,1499.0,2999.0,TH234,True,False,fulfilled,Customer 105,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,,,PK,XXXXXXXXXX,Customer 105,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH25439.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6976674660572.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rbOHexmRsbQhA9IWKZ6MeSWmN + #TH25439.1,,,rbOHexmRsbQhA9IWKZ6MeSWmN + #TH25439.1
#TH10106,customer_106@example.com,paid,2025-09-21 00:51:30 +0500,fulfilled,2025-09-08 00:44:08 +0500,yes,PKR,2199.0,0.0,0.0,2199.0,,0.0,Delivery Charges,2025-09-06 07:25:34+00:00,1,Safe Mandoline Slicer - Multi Vegetable Chopper - Multi Vegetable Chopper,2199.0,4799.0,TH72,True,False,fulfilled,Customer 106,XXXXXXXXXX,XXXXXXXXXX,Tcs Office Sawari Bazar District Buner Kpk,,Buner,'19290,,PK,XXXXXXXXXX,Customer 106,XXXXXXXXXX,XXXXXXXXXX,Tcs Office Sawari Bazar District Buner Kpk,,Buner,'19290,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH15663.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6522803257564.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,r5ZnS9FhOsnrOU4UU2EL6wnos + #TH15663.2,,,r5ZnS9FhOsnrOU4UU2EL6wnos + #TH15663.2
#TH10107,customer_107@example.com,paid,2026-01-04 00:46:05 +0500,fulfilled,2025-12-23 23:06:59 +0500,no,PKR,4599.0,0.0,0.0,4599.0,,0.0,Delivery Charges,2025-12-23 13:47:44+00:00,1,Metal Shoe Rack with Coat Hooks – Dustproof Entryway Shoe Cabinet & Organizer - 5 - Layer,4599.0,7999.0,TH189,True,False,fulfilled,Customer 107,XXXXXXXXXX,XXXXXXXXXX,"193, K3",,Lahore,'54000,,PK,XXXXXXXXXX,Customer 107,XXXXXXXXXX,XXXXXXXXXX,"193, K3",,Lahore,'54000,,PK,XXXXXXXXXX,Come,,,Cash on Delivery (COD),#TH19415.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6759648428252.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rTItFmulsCVkeOvEbxP0e0dAh + #TH19415.1,,,rTItFmulsCVkeOvEbxP0e0dAh + #TH19415.1
#TH10108,customer_108@example.com,paid,2026-01-25 01:27:51 +0500,fulfilled,2026-01-03 02:03:34 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2026-01-02 09:01:06+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 108,XXXXXXXXXX,XXXXXXXXXX,,,Mianwali,'03211390768,,PK,XXXXXXXXXX,Customer 108,XXXXXXXXXX,XXXXXXXXXX,,,Mianwali,'03211390768,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH19878.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6777001509084.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,ryQFKMVgT5QId7aZO4glIe7M3 + #TH19878.1,,,ryQFKMVgT5QId7aZO4glIe7M3 + #TH19878.1
#TH10109,customer_109@example.com,paid,2025-06-29 02:00:23 +0500,fulfilled,2025-06-17 00:30:05 +0500,no,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-06-15 16:36:36+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 109,XXXXXXXXXX,XXXXXXXXXX,House k47,,Gujrawala,'52250,,PK,XXXXXXXXXX,Customer 109,XXXXXXXXXX,XXXXXXXXXX,House k47,,Gujrawala,'52250,,PK,XXXXXXXXXX,Order has been shipped via PostEx with Tracking 23150530009255. Confirm,"hxs_courier_name: PostEx
hxs_courier_tracking: 23150530009255
hxs_courier_url: https://postex.pk/tracking?cn=23150530009255
hxs_courier_label: https://merchant.postex.pk/get-invoice?trackingNumbers=23150530009255",,Cash on Delivery (COD),#TH12088.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6401345552604.0,PostEx,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rnUsxlXpduGgIGhzWWYqMmU4R + #TH12088.2,,,rnUsxlXpduGgIGhzWWYqMmU4R + #TH12088.2
#TH10110,customer_110@example.com,paid,2026-03-01 02:09:50 +0500,fulfilled,2026-02-14 03:19:50 +0500,yes,PKR,2199.0,0.0,0.0,2199.0,,0.0,Delivery Charges,2026-02-13 14:22:14+00:00,1,Safe Mandoline Slicer - Multi Vegetable Chopper - Multi Vegetable Chopper,2199.0,4799.0,TH72,True,False,fulfilled,Customer 110,XXXXXXXXXX,XXXXXXXXXX,,,Hasilpur,'38000,,PK,XXXXXXXXXX,Customer 110,XXXXXXXXXX,XXXXXXXXXX,,,Hasilpur,'38000,,PK,XXXXXXXXXX,Can,,,Cash on Delivery (COD),#TH22117.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6852556259548.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rL6lf3jH5zjsWx7ukWTxbQFbw + #TH22117.1,,,rL6lf3jH5zjsWx7ukWTxbQFbw + #TH22117.1
#TH10111,customer_111@example.com,paid,2025-07-27 15:19:34 +0500,fulfilled,2025-07-19 00:06:30 +0500,yes,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2025-07-18 10:18:09+00:00,1,Mini Electric Shaver - Pocket Size Electric Shaver for Men Women,1999.0,3999.0,TH137,True,False,fulfilled,Customer 111,XXXXXXXXXX,XXXXXXXXXX,,,Rawalpindi,'46604,,PK,XXXXXXXXXX,Customer 111,XXXXXXXXXX,XXXXXXXXXX,,,Rawalpindi,'46604,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH13405.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6446385201372.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,r5JdmIFyGgMhN4Bn4LihnrfOr + #TH13405.2,,,r5JdmIFyGgMhN4Bn4LihnrfOr + #TH13405.2
#TH10112,customer_112@example.com,paid,2026-05-23 18:06:01 +0500,fulfilled,2026-05-15 23:42:17 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2026-05-15 07:46:06+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 112,XXXXXXXXXX,XXXXXXXXXX,H.no. 178- Ghullam Hyder Shah Colony Near Faizan E Haider E Qarar Masjid,,Shaheed Benazirabad,'67450,,PK,XXXXXXXXXX,Customer 112,XXXXXXXXXX,XXXXXXXXXX,H.no. 178- Ghullam Hyder Shah Colony Near Faizan E Haider E Qarar Masjid,,Shaheed Benazirabad,'67450,,PK,XXXXXXXXXX,Ct,,,Cash on Delivery (COD),#TH27223.1,0.0,TRENDHUB PAKISTAN,0.0,,,,7049963143388.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,raGwWGrlYf6PIB6ri0W2HKvKe + #TH27223.1,,,raGwWGrlYf6PIB6ri0W2HKvKe + #TH27223.1
#TH10113,customer_113@example.com,paid,2025-11-16 01:36:31 +0500,fulfilled,2025-11-03 01:07:43 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2025-10-31 20:07:09+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 113,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Customer 113,XXXXXXXXXX,XXXXXXXXXX,,,Lahore,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH17571.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6625717780700.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,ref005osEGGpcedhwmyt9FQmf + #TH17571.1,,,ref005osEGGpcedhwmyt9FQmf + #TH17571.1
#TH10114,customer_114@example.com,paid,2025-07-20 02:35:53 +0500,fulfilled,2025-07-09 00:15:01 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-07-08 13:50:12+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 114,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,,,PK,XXXXXXXXXX,Customer 114,XXXXXXXXXX,XXXXXXXXXX,,,Karachi,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH12985.2,0.0,TRENDHUB PAKISTAN,0.0,,,,6433336885468.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rB7kvORHKFhYFHcBoZz5ZqAvX + #TH12985.2,,,rB7kvORHKFhYFHcBoZz5ZqAvX + #TH12985.2
#TH10115,customer_115@example.com,paid,2025-12-28 22:42:59 +0500,fulfilled,2025-12-15 01:23:55 +0500,yes,PKR,2199.0,0.0,0.0,2199.0,,0.0,Delivery Charges,2025-12-14 06:01:53+00:00,1,Safe Mandoline Slicer - Multi Vegetable Chopper - Multi Vegetable Chopper,2199.0,4799.0,TH72,True,False,fulfilled,Customer 115,XXXXXXXXXX,XXXXXXXXXX,H e247 street 11,,Lahore,'54000,,PK,XXXXXXXXXX,Customer 115,XXXXXXXXXX,XXXXXXXXXX,H e247 street 11,,Lahore,'54000,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH19028.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6741310505180.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rNwlDa3THZVKT6ymg4zLuinpX + #TH19028.1,,,rNwlDa3THZVKT6ymg4zLuinpX + #TH19028.1
#TH10116,customer_116@example.com,paid,2026-03-06 02:12:23 +0500,fulfilled,2026-02-28 03:23:19 +0500,yes,PKR,1199.0,0.0,0.0,1199.0,,0.0,Delivery Charges,2026-02-26 20:00:30+00:00,1,Sink Sponge Holder - Faucet Rack,1199.0,2399.0,TH61,True,False,fulfilled,Customer 116,XXXXXXXXXX,XXXXXXXXXX,Banigala main Bazar,,Islamabad,'44000,,PK,XXXXXXXXXX,Customer 116,XXXXXXXXXX,XXXXXXXXXX,Banigala main Bazar,,Islamabad,'44000,,PK,XXXXXXXXXX,Can,,,Cash on Delivery (COD),#TH22866.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6885988434140.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,r53QL5EUTbb2HiCI9cFJ9hXF4 + #TH22866.1,,,r53QL5EUTbb2HiCI9cFJ9hXF4 + #TH22866.1
#TH10117,customer_117@example.com,paid,2025-10-26 15:35:04 +0500,fulfilled,2025-10-22 02:16:00 +0500,yes,PKR,1999.0,0.0,0.0,1999.0,,0.0,Delivery Charges,2025-10-21 04:31:15+00:00,1,Smart Motion Sensor Light Socket - Pack Of 1,1999.0,3999.0,TH202,True,False,fulfilled,Customer 117,XXXXXXXXXX,XXXXXXXXXX,,,Kot Addu,'34050,,PK,XXXXXXXXXX,Customer 117,XXXXXXXXXX,XXXXXXXXXX,,,Kot Addu,'34050,,PK,XXXXXXXXXX,Come,,,Cash on Delivery (COD),#TH17255.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6599806812380.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rXPlb27QgSe7ZMvf14D1yjT82 + #TH17255.1,,,rXPlb27QgSe7ZMvf14D1yjT82 + #TH17255.1
#TH10118,customer_118@example.com,paid,2025-12-28 22:29:36 +0500,fulfilled,2025-12-15 01:25:44 +0500,yes,PKR,2299.0,0.0,0.0,2299.0,,0.0,Delivery Charges,2025-12-13 15:35:52+00:00,1,3 in 1 Handheld Vacuum Cleaner,2299.0,4599.0,TH121,True,False,fulfilled,Customer 118,XXXXXXXXXX,XXXXXXXXXX,,,Talagang,'48100,,PK,XXXXXXXXXX,Customer 118,XXXXXXXXXX,XXXXXXXXXX,,,Talagang,'48100,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH19005.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6739778175196.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rn3SiDh1EyLXTrzouvDaS2TeI + #TH19005.1,,,rn3SiDh1EyLXTrzouvDaS2TeI + #TH19005.1
#TH10119,customer_119@example.com,paid,2026-04-04 02:28:57 +0500,fulfilled,2026-03-23 03:04:33 +0500,yes,PKR,2199.0,0.0,0.0,2199.0,,0.0,Delivery Charges,2026-03-18 21:31:21+00:00,1,Safe Mandoline Slicer - Multi Vegetable Chopper - Multi Vegetable Chopper,2199.0,4799.0,TH72,True,False,fulfilled,Customer 119,XXXXXXXXXX,XXXXXXXXXX,,,Haroon abad,,,PK,XXXXXXXXXX,Customer 119,XXXXXXXXXX,XXXXXXXXXX,,,Haroon abad,,,PK,XXXXXXXXXX,Confirm,,,Cash on Delivery (COD),#TH24174.1,0.0,TRENDHUB PAKISTAN,0.0,,,,6924375326940.0,Ship NOC,Low,web,0.0,GST 16%,0.0,,,,,,,,,XXXXXXXXXX,,,,,rTAjcoGJw8beuGcSAljM8aoVf + #TH24174.1,,,rTAjcoGJw8beuGcSAljM8aoVf + #TH24174.1
